timestamp,filename,iteration,prompt_token_count,response_time,success,response_token_count,tokens_per_second,model,llm_url,base_model,quantization,backend,runtime,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,schema_version
2025-10-09T10:38:14.658298,extra_long_programming_code_heavy_17947t.txt,1,17736,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:16.670569,extra_long_programming_code_heavy_17947t.txt,2,17736,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:18.677008,extra_long_programming_code_heavy_17947t.txt,3,17736,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:20.682546,extra_long_programming_code_heavy_17947t.txt,4,17736,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:22.687561,extra_long_programming_code_heavy_17947t.txt,5,17736,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:27.703060,extra_long_repo_prompt_44396t.txt,1,36029,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:29.711762,extra_long_repo_prompt_44396t.txt,2,36029,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:31.713265,extra_long_repo_prompt_44396t.txt,3,36029,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:33.719005,extra_long_repo_prompt_44396t.txt,4,36029,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:35.728940,extra_long_repo_prompt_44396t.txt,5,36029,0,False,0,0,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:38:55.131624,long_architecture_enterprise_1235t.txt,1,1214,14.399847507476807,True,512,35.55593208429153,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:39:10.310517,long_architecture_enterprise_1235t.txt,2,1214,13.177050352096558,True,512,38.855433220571804,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:39:25.564755,long_architecture_enterprise_1235t.txt,3,1214,13.251363754272461,True,512,38.63753267167861,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:39:40.750152,long_architecture_enterprise_1235t.txt,4,1214,13.177612543106079,True,512,38.85377554736612,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:39:55.918222,long_architecture_enterprise_1235t.txt,5,1214,13.162611246109009,True,512,38.89805680854944,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:40:15.025397,long_non_programming_analysis_1330t.txt,1,1312,14.104647636413574,True,512,36.30009151580532,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
2025-10-09T10:40:30.237763,long_non_programming_analysis_1330t.txt,2,1312,13.207932710647583,True,512,38.76458271075616,qwen2.5-coder-14b-instruct,http://127.0.0.1:1234/v1/chat/completions,qwen2.5-coder-14b-instruct,int4,cuda,lmstudio,gmk_evot1_285H_rtx5060ti,GMKTec,EVO T1,Intel Core Ultra 9 285H,64,RTX 5060ti,Fedora 42,3
