timestamp,filename,iteration,prompt_token_count,response_time,success,response_token_count,tokens_per_second,model,llm_url,base_model,quantization,backend,runtime,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,schema_version
2025-08-01T11:27:00.278471,extra_long_programming_code_heavy_17947t.txt,1,17736,447.6015808582306,True,7429,16.59734978092715,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T11:39:24.347909,extra_long_programming_code_heavy_17947t.txt,2,17736,742.0682077407837,True,13828,18.634405645943456,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T11:47:45.740106,extra_long_programming_code_heavy_17947t.txt,3,17736,499.391569852829,True,9856,19.736015974207515,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T11:56:15.750692,extra_long_programming_code_heavy_17947t.txt,4,17736,508.0096662044525,True,10001,19.68663327751527,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:08:35.196911,extra_long_programming_code_heavy_17947t.txt,5,17736,737.4450309276581,True,13761,18.660373889413226,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:20:58.458169,extra_long_repo_prompt_44396t.txt,1,36029,738.2499642372131,True,4325,5.8584493186785975,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:25:06.170102,extra_long_repo_prompt_44396t.txt,2,36029,245.7105643749237,True,2869,11.676339628695262,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:28:26.557345,extra_long_repo_prompt_44396t.txt,3,36029,198.3868224620819,True,2327,11.7296097146007,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:33:43.177043,extra_long_repo_prompt_44396t.txt,4,36029,314.618399143219,True,3649,11.5981773791269,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:39:30.137275,extra_long_repo_prompt_44396t.txt,5,36029,344.9591383934021,True,3988,11.560789543287765,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:41:22.532579,long_architecture_enterprise_1235t.txt,1,1214,107.39313459396362,True,4204,39.145891549722016,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:43:23.829923,long_architecture_enterprise_1235t.txt,2,1214,119.2966423034668,True,4762,39.91730117505256,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:45:20.603798,long_architecture_enterprise_1235t.txt,3,1214,114.7733302116394,True,4596,40.04414607056431,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
2025-08-01T12:47:19.174243,long_architecture_enterprise_1235t.txt,4,1214,116.57009649276732,True,4662,39.99310406583782,qwen/qwen3-coder-30b@q8_0,http://127.0.0.1:1234/v1/chat/completions,qwen3-coder-30b,int8,vulkan,lmstudio,fw_desktop_ai395,Framework,Framework Desktop,AMD Ryzen AI 9 HX 395,64,AMD Radeon 890M,Linux,3
