timestamp,model_name,model_size_gb,params_b,backend,threads,test_type,prompt_size,tokens_per_second,std_dev,quantization,hardware_slug,hardware_make,hardware_model,hardware_cpu,hardware_mem_gb,hardware_gpu,environment_os,model_path
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp128,128,1621.46,7.4,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp256,256,1776.13,5.96,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp512,512,1834.76,2.82,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp1024,1024,1821.23,2.61,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp2048,2048,1663.97,74.96,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp4096,4096,1628.72,70.54,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp8192,8192,1538.06,11.7,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp16384,16384,1501.38,0.84,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T13:58:46.804909,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp32768,32768,1467.88,52.75,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
2025-11-17T14:03:30.954024,gemma-3-4b-it,2.31,3.88,"Metal,BLAS",12,pp128,128,1629.03,13.67,Q4_K_M,mbp_m4max,Apple,MacBook Pro,M4 Max,128,M4 Max,macOS Sequoia,/Users/alex/.cache/lm-studio/models/lmstudio-community/gemma-3-4b-it-GGUF/gemma-3-4b-it-Q4_K_M.gguf
