timestamp,filename,iteration,prompt_token_count,response_time,success,response_token_count,tokens_per_second,model,llm_url
2025-07-31T17:42:25.083376,extra_long_programming_code_heavy_17947t.txt,1,17736,567.5180902481079,True,10320,18.184442359340995,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T17:45:49.153359,extra_long_programming_code_heavy_17947t.txt,2,17736,202.06901264190674,True,4753,23.52166686944203,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T17:55:13.556347,extra_long_programming_code_heavy_17947t.txt,3,17736,562.4015600681305,True,11848,21.066797891820762,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:01:51.475653,extra_long_programming_code_heavy_17947t.txt,4,17736,395.91793942451477,True,8752,22.105590902805368,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:07:01.700181,extra_long_programming_code_heavy_17947t.txt,5,17736,308.22357654571533,True,7002,22.717275811512984,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:20:59.853594,extra_long_repo_prompt_44396t.txt,1,36029,833.141738653183,True,5564,6.678335440251134,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:27:33.995209,extra_long_repo_prompt_44396t.txt,2,36029,392.14030718803406,True,4768,12.158913308836958,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:30:58.198315,extra_long_repo_prompt_44396t.txt,3,36029,202.20187878608704,True,2511,12.418282238892704,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:35:44.216430,extra_long_repo_prompt_44396t.txt,4,36029,284.01717805862427,True,3493,12.2985518829393,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:37:41.067379,extra_long_repo_prompt_44396t.txt,5,36029,114.85002112388611,True,1443,12.564211881541308,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:39:46.654794,long_architecture_enterprise_1235t.txt,1,1214,120.58516120910645,True,5775,47.89146477140405,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:41:47.208439,long_architecture_enterprise_1235t.txt,2,1214,118.55279493331909,True,5871,49.52224030907232,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:43:12.418300,long_architecture_enterprise_1235t.txt,3,1214,83.20889639854431,True,4344,52.20595618999215,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:45:10.594738,long_architecture_enterprise_1235t.txt,4,1214,116.17590475082397,True,5772,49.68327995706065,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:47:23.509684,long_architecture_enterprise_1235t.txt,5,1214,130.9145975112915,True,6401,48.894471064985005,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:49:13.948778,long_non_programming_analysis_1330t.txt,1,1312,105.43706727027893,True,5152,48.86327108087412,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:50:18.295568,long_non_programming_analysis_1330t.txt,2,1312,62.34615230560303,True,3357,53.84454173763515,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:51:37.055718,long_non_programming_analysis_1330t.txt,3,1312,76.75976181030273,True,4036,52.579631630100835,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:53:12.709544,long_non_programming_analysis_1330t.txt,4,1312,93.65298175811768,True,4795,51.19965120154199,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:54:30.483323,long_non_programming_analysis_1330t.txt,5,1312,75.77307605743408,True,3992,52.68362072267153,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:54:58.704108,long_non_programming_summarize_1707t.txt,1,1703,23.21938395500183,True,1052,45.30697291705632,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:55:25.216426,long_non_programming_summarize_1707t.txt,2,1703,24.51191735267639,True,1379,56.25834895569402,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:55:39.344808,long_non_programming_summarize_1707t.txt,3,1703,12.126917600631714,True,697,57.475446189532285,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:55:54.387909,long_non_programming_summarize_1707t.txt,4,1703,13.042272806167603,True,749,57.42864078458802,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:56:08.692000,long_non_programming_summarize_1707t.txt,5,1703,12.303335428237915,True,707,57.46409208492632,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:57:16.055322,long_programming_debug_complex_1366t.txt,1,1366,62.361016273498535,True,3164,50.73682548923758,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:58:26.876642,long_programming_debug_complex_1366t.txt,2,1366,68.8204653263092,True,3659,53.16732432207502,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T18:59:44.754494,long_programming_debug_complex_1366t.txt,3,1366,75.87690114974976,True,3988,52.558814864214476,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:00:42.342727,long_programming_debug_complex_1366t.txt,4,1366,55.58754873275757,True,3025,54.41866153413196,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:01:48.377026,long_programming_debug_complex_1366t.txt,5,1366,64.0336241722107,True,3434,53.628075005791835,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:08:41.923143,long_programming_full_project_2339t.txt,1,2336,408.54398369789124,True,14570,35.663234759012326,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:13:35.714803,long_programming_full_project_2339t.txt,2,2336,291.790949344635,True,11486,39.363798040335574,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:21:45.411003,long_programming_full_project_2339t.txt,3,2336,487.6951847076416,True,16760,34.365727867596455,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:35:15.347345,long_programming_full_project_2339t.txt,4,2336,807.9356248378754,True,23782,29.435513509844576,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:45:12.382526,long_programming_full_project_2339t.txt,5,2336,595.0346550941467,True,19295,32.42668277353885,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:50:54.197799,medium_architecture_web_app_106t.txt,1,103,336.8143482208252,True,13918,41.32246762502813,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:52:41.583465,medium_architecture_web_app_106t.txt,2,103,105.38484263420105,True,5641,53.52762180022746,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T19:58:41.267940,medium_architecture_web_app_106t.txt,3,103,357.683776140213,True,14545,40.664410773549655,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:00:43.177736,medium_architecture_web_app_106t.txt,4,103,119.9093587398529,True,6295,52.497987364415806,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:02:24.538882,medium_architecture_web_app_106t.txt,5,103,99.36079597473145,True,5385,54.19642573484884,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:02:46.030351,medium_non_programming_explanation_106t.txt,1,106,16.489845037460327,True,1029,62.40204184226105,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:03:03.259674,medium_non_programming_explanation_106t.txt,2,106,15.228675365447998,True,974,63.95828767943185,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:03:19.303535,medium_non_programming_explanation_106t.txt,3,106,14.043432474136353,True,901,64.1581039150765,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:03:38.846130,medium_non_programming_explanation_106t.txt,4,106,17.54156994819641,True,1118,63.73431815405727,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:03:54.675893,medium_non_programming_explanation_106t.txt,5,106,13.82888674736023,True,887,64.14109943949883,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:04:39.157333,medium_programming_algorithm_102t.txt,1,102,39.47989368438721,True,2374,60.13187418837519,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:05:23.337487,medium_programming_algorithm_102t.txt,2,102,42.179582834243774,True,2545,60.33724918525806,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:06:10.167509,medium_programming_algorithm_102t.txt,3,102,44.82964777946472,True,2694,60.0941594110416,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:06:54.357626,medium_programming_algorithm_102t.txt,4,102,42.189205169677734,True,2546,60.34719046638649,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:07:37.031763,medium_programming_algorithm_102t.txt,5,102,40.67353940010071,True,2462,60.53075380978288,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:08:09.229070,medium_programming_debug_122t.txt,1,122,27.195725917816162,True,1666,61.259626054276,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:08:32.296640,medium_programming_debug_122t.txt,2,122,21.06695818901062,True,1334,63.32190855611365,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:09:03.463658,medium_programming_debug_122t.txt,3,122,29.166157960891724,True,1808,61.98965261123212,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:09:30.946461,medium_programming_debug_122t.txt,4,122,25.481848001480103,True,1594,62.554332790440206,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:10:00.521138,medium_programming_debug_122t.txt,5,122,27.573851823806763,True,1716,62.23287232284453,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:10:44.699097,short_architecture_basic_6t.txt,1,5,39.1769061088562,True,2387,60.928752091028514,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:11:12.444992,short_architecture_basic_6t.txt,2,5,25.745643615722656,True,1612,62.61253453440817,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:11:38.302657,short_architecture_basic_6t.txt,3,5,23.85687017440796,True,1489,62.4138870318915,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:12:08.595891,short_architecture_basic_6t.txt,4,5,28.29236626625061,True,1769,62.52569980723755,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:12:45.279198,short_architecture_basic_6t.txt,5,5,34.68267631530762,True,2099,60.52012771210453,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:12:53.348448,short_programming_debug_12t.txt,1,11,3.068474292755127,True,187,60.94233881689004,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
2025-07-31T20:12:58.550380,short_programming_debug_12t.txt,2,11,3.2013537883758545,True,211,65.9096163523516,qwen/qwen3-coder-30b,http://127.0.0.1:1234/v1/chat/completions
